t,res_kind,mkind,ref_b_x,ref_b_y,ref_b_yaw,contra_b,raw_x,raw_y,raw_yaw,chosen_x,chosen_y,chosen_yaw,ref_a_x,ref_a_y,ref_a_yaw,contra_a,resid_to_ref,reloc_x,reloc_y,reloc_yaw,prior_x,prior_y,prior_yaw
1787425468.416,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787425468.493,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787425468.574,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787425468.676,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787425468.729,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4292,-0.0369
1787425468.823,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2756,2.4292,-0.0369
1787425468.889,full,ok,-0.2758,2.4304,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0033,,,,-0.2761,2.4309,-0.0375
1787425469.003,full,ok,-0.2761,2.4320,-0.0377,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4328,-0.0379,0,0.0016,,,,-0.2763,2.4316,-0.0376
1787425469.069,full,ok,-0.2763,2.4328,-0.0379,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4310,-0.0374,0,0.0035,,,,-0.2765,2.4325,-0.0379
1787425469.141,full,ok,-0.2759,2.4310,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4302,-0.0372,0,0.0018,,,,-0.2765,2.4325,-0.0379
1787425469.210,full,ok,-0.2758,2.4302,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0009,,,,-0.2759,2.4313,-0.0374
1787425469.263,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2756,2.4300,-0.0371
1787425469.320,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2756,2.4300,-0.0371
1787425469.384,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2756,2.4298,-0.0371
1787425469.463,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4295,-0.0370
1787425469.524,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4295,-0.0370
1787425469.591,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4294,-0.0370
1787425469.651,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4294,-0.0370
1787425469.709,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4293,-0.0370
1787425469.771,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2761,2.4308,-0.0375
1787425469.839,full,ok,-0.2758,2.4304,-0.0372,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0033,,,,-0.2761,2.4308,-0.0375
1787425469.908,full,ok,-0.2761,2.4320,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4306,-0.0373,0,0.0027,,,,-0.2758,2.4303,-0.0372
1787425469.975,full,ok,-0.2759,2.4306,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4321,-0.0377,0,0.0030,,,,-0.2759,2.4307,-0.0373
1787425470.085,full,ok,-0.2762,2.4321,-0.0377,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4328,-0.0379,0,0.0015,,,,-0.2763,2.4318,-0.0377
1787425470.155,full,ok,-0.2763,2.4328,-0.0379,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4311,-0.0374,0,0.0036,,,,-0.2765,2.4327,-0.0379
1787425470.221,full,ok,-0.2759,2.4311,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4302,-0.0372,0,0.0018,,,,-0.2765,2.4327,-0.0379
1787425470.282,full,ok,-0.2758,2.4302,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0009,,,,-0.2759,2.4314,-0.0374
1787425470.368,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2756,2.4301,-0.0371
1787425470.431,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2756,2.4301,-0.0371
1787425470.489,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2755,2.4298,-0.0371
1787425470.552,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4295,-0.0370
1787425470.618,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4295,-0.0370
1787425470.687,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4293,-0.0370
1787425470.748,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2756,2.4293,-0.0370
1787425470.821,full,ok,-0.2758,2.4304,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0011,,,,-0.2761,2.4310,-0.0375
1787425470.900,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0005,,,,-0.2758,2.4304,-0.0372
1787425471.019,full,ok,-0.2756,2.4296,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0003,,,,-0.2756,2.4297,-0.0370
1787425471.166,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2756,2.4295,-0.0370
1787425471.218,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2756,2.4295,-0.0370
1787425471.348,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425471.513,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425471.591,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425471.695,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4293,-0.0370
1787425471.773,full,ok,-0.2760,2.4314,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0022,,,,-0.2762,2.4312,-0.0376
1787425471.844,full,ok,-0.2762,2.4325,-0.0378,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4330,-0.0380,0,0.0011,,,,-0.2762,2.4312,-0.0376
1787425471.892,full,ok,-0.2763,2.4330,-0.0380,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2764,2.4333,-0.0380,0,0.0005,,,,-0.2765,2.4323,-0.0378
1787425471.987,full,ok,-0.2764,2.4333,-0.0380,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2760,2.4313,-0.0375,0,0.0041,,,,-0.2765,2.4332,-0.0380
1787425472.024,full,ok,-0.2760,2.4313,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4303,-0.0372,0,0.0020,,,,-0.2765,2.4332,-0.0380
1787425472.093,full,ok,-0.2758,2.4303,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0010,,,,-0.2759,2.4317,-0.0375
1787425472.170,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0005,,,,-0.2756,2.4303,-0.0372
1787425472.318,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0003,,,,-0.2755,2.4299,-0.0371
1787425472.346,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0001,,,,-0.2755,2.4299,-0.0371
1787425472.437,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4299,-0.0371
1787425472.504,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4295,-0.0370
1787425472.628,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425472.668,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4293,-0.0370
1787425472.735,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2755,2.4293,-0.0370
1787425472.807,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425472.863,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425472.923,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425473.008,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0369
1787425473.136,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4292,-0.0369
1787425473.193,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4292,-0.0369
1787425473.309,full,ok,-0.2760,2.4314,-0.0375,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4325,-0.0378,0,0.0022,,,,-0.2762,2.4310,-0.0375
1787425473.370,full,ok,-0.2762,2.4325,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4309,-0.0374,0,0.0033,,,,-0.2765,2.4322,-0.0378
1787425473.438,full,ok,-0.2759,2.4309,-0.0374,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4301,-0.0372,0,0.0016,,,,-0.2765,2.4322,-0.0378
1787425473.494,full,ok,-0.2757,2.4301,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0008,,,,-0.2760,2.4311,-0.0374
1787425473.574,full,ok,-0.2757,2.4297,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0004,,,,-0.2756,2.4300,-0.0371
1787425473.684,full,ok,-0.2756,2.4295,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0002,,,,-0.2756,2.4297,-0.0371
1787425473.767,full,ok,-0.2756,2.4294,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2755,2.4295,-0.0370
1787425473.902,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0001,,,,-0.2756,2.4294,-0.0370
1787425473.939,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4294,-0.0370
1787425474.013,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.072,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.135,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.203,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.273,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.326,full,ok,-0.2756,2.4293,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,0,0.0000,,,,-0.2756,2.4293,-0.0370
1787425474.465,full,ok,-0.2756,2.4293,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4314,-0.0375,0,0.0044,,,,-0.2756,2.4293,-0.0370
1787425474.535,full,ok,-0.2760,2.4314,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0372,0,0.0022,,,,-0.2756,2.4293,-0.0370
1787425474.589,full,ok,-0.2758,2.4304,-0.0372,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4298,-0.0371,0,0.0011,,,,-0.2763,2.4313,-0.0376
1787425474.670,full,ok,-0.2757,2.4298,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0005,,,,-0.2757,2.4300,-0.0371
1787425474.774,full,ok,-0.2756,2.4296,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4294,-0.0370,0,0.0003,,,,-0.2756,2.4297,-0.0371
1787425474.838,full,ok,-0.2756,2.4294,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0042,,,,-0.2756,2.4297,-0.0371
1787425474.904,full,ok,-0.2760,2.4315,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0373,0,0.0023,,,,-0.2756,2.4295,-0.0370
1787425474.968,full,ok,-0.2758,2.4304,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0032,,,,-0.2758,2.4305,-0.0372
1787425475.041,full,ok,-0.2761,2.4320,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4306,-0.0373,0,0.0027,,,,-0.2762,2.4317,-0.0377
1787425475.159,full,ok,-0.2759,2.4306,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4300,-0.0371,0,0.0014,,,,-0.2759,2.4308,-0.0373
1787425475.229,full,ok,-0.2757,2.4300,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4296,-0.0370,0,0.0007,,,,-0.2759,2.4308,-0.0373
1787425475.309,full,ok,-0.2757,2.4296,-0.0370,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4295,-0.0370,0,0.0003,,,,-0.2756,2.4301,-0.0372
1787425475.401,full,ok,-0.2756,2.4295,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4315,-0.0375,0,0.0042,,,,-0.2756,2.4296,-0.0370
1787425475.473,full,ok,-0.2760,2.4315,-0.0375,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0373,0,0.0023,,,,-0.2762,2.4313,-0.0376
1787425475.544,full,ok,-0.2758,2.4304,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4299,-0.0371,0,0.0011,,,,-0.2762,2.4313,-0.0376
1787425475.611,full,ok,-0.2757,2.4299,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2756,2.4296,-0.0370,0,0.0006,,,,-0.2758,2.4305,-0.0372
1787425475.684,full,ok,-0.2756,2.4296,-0.0370,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2760,2.4316,-0.0376,0,0.0041,,,,-0.2756,2.4297,-0.0371
1787425475.733,full,ok,-0.2760,2.4316,-0.0376,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4304,-0.0373,0,0.0023,,,,-0.2756,2.4297,-0.0371
1787425475.791,full,ok,-0.2758,2.4304,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4320,-0.0377,0,0.0032,,,,-0.2762,2.4312,-0.0376
1787425475.861,full,ok,-0.2761,2.4320,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0028,,,,-0.2762,2.4317,-0.0377
1787425475.923,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4321,-0.0377,0,0.0030,,,,-0.2762,2.4317,-0.0377
1787425475.985,full,ok,-0.2762,2.4321,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2759,2.4308,-0.0373
1787425476.061,full,ok,-0.2759,2.4307,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4300,-0.0371,0,0.0014,,,,-0.2759,2.4309,-0.0373
1787425476.173,full,ok,-0.2757,2.4300,-0.0371,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4318,-0.0376,0,0.0036,,,,-0.2757,2.4303,-0.0372
1787425476.256,full,ok,-0.2761,2.4318,-0.0376,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2758,2.4305,-0.0373,0,0.0025,,,,-0.2762,2.4318,-0.0377
1787425476.307,full,ok,-0.2758,2.4305,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4321,-0.0377,0,0.0031,,,,-0.2762,2.4318,-0.0377
1787425476.373,full,ok,-0.2761,2.4321,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0028,,,,-0.2762,2.4318,-0.0377
1787425476.429,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4321,-0.0377,0,0.0030,,,,-0.2762,2.4318,-0.0377
1787425476.521,full,ok,-0.2762,2.4321,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2758,2.4309,-0.0373
1787425476.590,full,ok,-0.2759,2.4307,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4300,-0.0371,0,0.0014,,,,-0.2762,2.4319,-0.0377
1787425476.711,full,ok,-0.2757,2.4300,-0.0371,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4318,-0.0376,0,0.0036,,,,-0.2756,2.4303,-0.0372
1787425476.834,full,ok,-0.2761,2.4318,-0.0376,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4327,-0.0379,0,0.0018,,,,-0.2762,2.4318,-0.0377
1787425476.959,full,ok,-0.2763,2.4327,-0.0379,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4310,-0.0374,0,0.0035,,,,-0.2763,2.4319,-0.0377
1787425477.020,full,ok,-0.2759,2.4310,-0.0374,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4323,-0.0378,0,0.0026,,,,-0.2765,2.4327,-0.0379
1787425477.137,full,ok,-0.2762,2.4323,-0.0378,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4308,-0.0374,0,0.0030,,,,-0.2758,2.4311,-0.0374
1787425477.206,full,ok,-0.2759,2.4308,-0.0374,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0028,,,,-0.2762,2.4321,-0.0378
1787425477.274,full,ok,-0.2762,2.4322,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2762,2.4320,-0.0377
1787425477.330,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0029,,,,-0.2762,2.4320,-0.0377
1787425477.395,full,ok,-0.2762,2.4322,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2758,2.4310,-0.0373
1787425477.467,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0029,,,,-0.2758,2.4310,-0.0373
1787425477.519,full,ok,-0.2762,2.4322,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2758,2.4310,-0.0373
1787425477.606,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0029,,,,-0.2762,2.4320,-0.0377
1787425477.650,full,ok,-0.2762,2.4322,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2763,2.4321,-0.0378
1787425477.709,full,ok,-0.2759,2.4307,-0.0373,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2762,2.4322,-0.0377,0,0.0029,,,,-0.2763,2.4321,-0.0378
1787425477.776,full,ok,-0.2762,2.4322,-0.0377,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2759,2.4307,-0.0373,0,0.0029,,,,-0.2762,2.4320,-0.0377
1787425477.841,full,ok,-0.2759,2.4307,-0.0373,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4300,-0.0371,0,0.0015,,,,-0.2762,2.4320,-0.0377
1787425477.915,full,ok,-0.2757,2.4300,-0.0371,0,-0.2756,2.4293,-0.0370,-0.2756,2.4293,-0.0370,-0.2757,2.4297,-0.0371,0,0.0007,,,,-0.2758,2.4310,-0.0373
1787425477.993,full,ok,-0.2757,2.4297,-0.0371,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2761,2.4316,-0.0376,0,0.0040,,,,-0.2756,2.4299,-0.0371
1787425478.127,full,ok,-0.2761,2.4316,-0.0376,0,-0.2765,2.4336,-0.0381,-0.2765,2.4336,-0.0381,-0.2763,2.4326,-0.0378,0,0.0020,,,,-0.2761,2.4314,-0.0376
